OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,FCODE,ADDDATE,MODDATE
2054,BS968,8096,Yes,Purcells Cove Rd At Melvin Rd (8096),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2055,BS269,9000,Yes,Downsview Dr After Touchstone Ct (9000),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2056,BS957,8165,Yes,Northridge Rd Turning Loop (8165),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-01-10T00:00:00.000Z
2057,BS1810,8651,Yes,St Margarets Bay Rd At Long Lake Park (8651),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
2058,BS1658,8250,Yes,Rosedale Ave At Hillcrest St (8250),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2059,BS2633,8964,Yes,Woodside Ferry Terminal Bay 2 (8964),Terminal,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2060,BS285,8595,Yes,Woodlawn Rd Before Belle Vista Dr (8595),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2061,BS2612,9108,Yes,Lacewood Terminal Bay 8 (9108),Terminal,2016-07-29T00:00:00.000Z,2018-05-08T00:00:00.000Z
2062,BS2271,6596,Yes,Dunbrack St After Langbrae Dr (6596),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2063,BS629,6965,Yes,Inglis St At SMU (6965),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2064,BS887,8387,Yes,Thistle St Before Slayter St (8387),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2065,BS1925,8507,Yes,Clarence St Before Johnson Rd (8507),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-06T00:00:00.000Z
2066,BS804,8424,Yes,Victoria Rd Before Frances St (8424),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2067,BS808,8428,Yes,Victoria Rd Before Vanessa Dr (8428),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2068,BS281,8591,Yes,Woodlawn Rd After Day Ave (8591),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2069,BS291,8601,Yes,Woodlawn Rd Before Saguenay Pl (8601),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2070,BS1999,7001,Yes,Johnson Rd After Clarence St (7001),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2071,BS2000,7002,Yes,Johnson Rd At Civic 80 (7002),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2072,BS1972,7000,Yes,Johnson Rd Before North Preston Rd (7000),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2073,BS2001,7003,Yes,Johnson Rd At Civic 60 (7003),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2074,BS999,7116,Yes,North Preston Rd After Smith Ln (7116),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2075,BS578,7440,Yes,Atholea Dr Before Caldwell Rd (7440),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2076,BS1493,6061,Yes,Pearl Dr Before Amethyst Cr (6061),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2077,BS1112,8267,Yes,Sherwood St Before Carlisle Dr (8267),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2078,BS1113,8268,Yes,Sherwood St Opposite Woodbury Dr (8268),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2079,BS151,8279,Yes,Shrewsbury Rd Before Sherwood St (8279),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2080,BS150,8278,Yes,Shrewsbury Rd After Huntingdon Dr (8278),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2081,BS2093,6374,Yes,Carlisle Dr Before Shrewsbury Rd (6374),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2082,BS2092,6373,Yes,Carlisle Dr After Huntingdon Dr (6373),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2083,BS1487,6055,Yes,Astral Dr Before Carisbrooke Ln (6055),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2084,BS1490,6058,Yes,Astral Dr Before Shrewsbury Rd (6058),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2085,BS1483,6051,Yes,Astral Dr Before Stratford Dr (6051),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2086,BS1319,8830,Yes,Portland Hills Dr After Surrey Way (8830),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2087,BS1339,8838,Yes,Portland Hills Dr Before Woodhaven Cl (8838),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2088,BS1980,6609,Yes,Dutch Village Rd Before Andrew St (6609),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2089,BS1918,8431,Yes,Downsview Dr After Quinella Ct (8431),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2090,BS1984,6613,Yes,Dutch Village Rd Before Rosedale Ave (6613),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2091,BS2061,6420,Yes,Cherry Brook Rd After Bundy Ln (6420),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2092,BS2371,6485,Yes,Colonna Pl After Appian Way (6485),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2093,BS2032,6691,Yes,First Lake Dr Before Quaker Cr (6691),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2094,BS186,6694,Yes,First Lake Dr Opposite Civic 133 (6694),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2095,BS2025,6684,Yes,First Lake Dr After Quaker Cr (6684),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2096,BS997,8415,Yes,Flamingo Dr After Oriole St (8415),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2097,BS589,7176,Yes,Flamingo Dr Before Swallow St (7176),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2098,BS1694,6665,Yes,Forest Hills Pky After Merrimac Dr (6665),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2099,BS2432,7200,Yes,Forest Hills Pky after Circassion Dr (7200),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2100,BS1699,6670,Yes,Forest Hills Pky Before Circassion Dr (6670),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2101,BS2065,6424,Yes,Circassion Dr Before Savona Ct (6424),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2102,BS2069,6428,Yes,Circassion Dr After Savona Ct (6428),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-08T00:00:00.000Z
2103,BS2784,2025,Yes,Broad St Before Rose Fortune Gate (2025),Conventional Transit Bus Stop,2019-02-12T00:00:00.000Z,2019-11-25T00:00:00.000Z
2104,BS2787,2028,Yes,Broad St After Larry Uteck Blvd (2028),Conventional Transit Bus Stop,2019-02-12T00:00:00.000Z,2019-11-25T00:00:00.000Z
2105,BS2788,2027,Yes,Broad St Before Larry Uteck Blvd (2027),Conventional Transit Bus Stop,2019-02-12T00:00:00.000Z,2019-11-25T00:00:00.000Z
2106,BS2780,2032,Yes,Broad St Before Gary Martin Dr (2032),Conventional Transit Bus Stop,2019-02-12T00:00:00.000Z,2019-11-25T00:00:00.000Z
2107,BS2782,2031,Yes,Broad St Before Samaa Ct (2031),Conventional Transit Bus Stop,2019-02-12T00:00:00.000Z,2019-11-25T00:00:00.000Z
2108,BS2785,2029,Yes,Broad St After Bramwell Ct (2029),Conventional Transit Bus Stop,2019-02-12T00:00:00.000Z,2019-11-25T00:00:00.000Z
2109,BS2781,2023,Yes,Broad St After Gary Martin Dr (2023),Conventional Transit Bus Stop,2019-02-12T00:00:00.000Z,2019-11-25T00:00:00.000Z
2110,BS2664,2024,Yes,Broad St After Samaa Ct (2024),Conventional Transit Bus Stop,2019-02-12T00:00:00.000Z,2019-11-25T00:00:00.000Z
2111,BS2789,2035,Yes,St Margarets Bay Rd After Crescent Ave (2035),Conventional Transit Bus Stop,2019-05-24T00:00:00.000Z,2019-10-21T00:00:00.000Z
2112,BS1717,7066,Yes,Lacewood Dr After Clayton Park Dr (7066),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2113,BS3143,2137,,Starboard Dr Before Sentry Crt (2137),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2114,BS3158,2152,,Amin St At Amin St Park (2152),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2115,BS3216,2075,,Old Sackville Rd After Melham Dr (2075),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2116,BS3154,2148,,Oceanview Dr After Nine Mile Dr (2148),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2117,BS3161,2155,,Hammonds Plains Rd After Bedford Hwy (2155),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2118,BS3260,2165,,Alabaster Way After Mica Cr (2165),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2119,BS388,7243,Yes,Montague Rd Before Serpentine Ave (7243),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2120,BS1016,7136,Yes,Leiblin Dr Before 1st Guildwood Cr (7136),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2121,BS2707,8817,Yes,Hwy 7 After Hummingbird Dr (8817),Conventional Transit Bus Stop,2016-11-14T00:00:00.000Z,2018-10-29T00:00:00.000Z
2122,BS1350,8825,Yes,Hollis St Before Morris St (8825),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2123,BS577,7439,Yes,Pearl Dr Before Opal Ct (7439),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-07T00:00:00.000Z
2124,BS3283,6717,Yes,Washmill Lake Dr At Civic 303 (6717),Conventional Transit Bus Stop,2019-10-09T00:00:00.000Z,2019-10-09T00:00:00.000Z
2125,BS3239,2094,,Williams Ave At Civic 46 (2094),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2126,BS3224,2083,,John Savage Ave After Commodore Dr (2083),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2127,BS3141,2135,,Starboard Dr After Friesian Crt (2135),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2128,BS3244,2099,,John Savage Ave After Garland Ave (2099),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2129,BS3142,2136,,Starboard Dr At Civic 350 (2136),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2130,BS3218,2077,,Old Sackville Rd Before Civic 1048 (2077),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2131,BS3145,2138,,Starboard Dr Before Helmsman Ct (2138),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2132,BS3251,2156,,Williams Lake Rd After Purcells Cove Rd (2156),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2133,BS3199,2056,,Old Sackville Rd After Connolly Rd (2056),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2134,BS3234,2108,,Colford Ave Before Gloria McCluskey Ave (2108),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2135,BS3228,2087,,Garland Before Wright Ave (2087),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2136,BS3159,2153,,Moirs Mills After Amin St (2153),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2137,BS3248,2103,,Eileen Stubbs Ave After MacLean Ave (2103),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2138,BS3257,2162,,Theakston Ave Before Danforth Rd (2162),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2139,BS1419,8627,Yes,York Redoubt Turning Loop (8627),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2140,BS605,6897,Yes,Herring Cove Rd Before Greystone Dr (6897),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2141,BS2238,6838,Yes,Hawthorne St Before Prince Albert Rd (6838),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2142,BS1143,8353,Yes,Stokil Dr After Beaver Bank Rd (8353),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2143,BS1265,8265,Yes,Sea King Dr Before Lancaster Dr (8265),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2144,BS1129,8339,Yes,Spring Ave Before Ellenvale Ave (8339),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2145,BS293,8603,Yes,Woodlawn Rd After Spikenard St (8603),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2146,BS331,7350,Yes,North St After Fuller Terr (7350),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2147,BS819,6942,Yes,Main St After Cherry Brook Rd (6942),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2148,BS1474,6042,Yes,Arklow Dr After 2nd Navara Cr (6042),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2149,BS257,8318,Yes,Spikenard St Before Farquharson St (8318),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2150,BS1783,6633,Yes,Ellenvale Ave Before Clifford Dr (6633),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2151,BS2302,7492,Yes,Pleasant St Before Irving St (7492),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2152,BS1540,7060,Yes,Knightsridge Dr After Dunbrack St (7060),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-07-12T00:00:00.000Z
2153,BS1220,7046,Yes,Kempt Rd After Commission St (7046),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2154,BS2389,6261,Yes,Bedford Hwy Before Meadowbrook Dr (6261),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2155,BS1092,7384,Yes,Oathill Cr Before Colburn Walk (7384),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2156,BS391,7246,Yes,Morris St After Birmingham St (7246),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2157,BS2197,8117,Yes,Purcells Cove Rd Before Aarons Way (8117),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2158,BS1001,7118,Yes,North Preston Rd After Ernie Ln (7118),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-05T00:00:00.000Z
2159,BS2175,6098,Yes,Barrington St Before Vestry St (6098),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2160,BS2251,6854,Yes,Herring Cove Rd After Civic 600 (6854),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-09-20T00:00:00.000Z
2161,BS1762,8503,Yes,Willett St Before Westridge Dr (8503),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2162,BS520,6747,Yes,Glendale Dr After Smokey Dr (6747),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2163,BS2203,8444,Yes,Waverley Rd After Lakewood Ct (8444),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2164,BS166,8294,Yes,South St Before Church St (8294),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2165,BS1693,6664,Yes,Forest Hills Pky After Cole Harbour Rd (6664),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2166,BS1929,8511,Yes,Windmill Rd Before Waddell Ave (8511),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2167,BS1599,7608,Yes,Bridge Terminal Bay 8 (7608),Terminal,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
2168,BS1449,8562,Yes,Windsor St Before Hood St (8562),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2169,BS2740,6796,Yes,Countryview Dr Before Shubie Dr (6796) ,Conventional Transit Bus Stop,2017-11-28T00:00:00.000Z,2018-04-03T00:00:00.000Z
2170,BS1244,7618,No,Sheldrake Lake Park and Ride (7618),Park n Ride,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2171,BS1578,6470,Yes,Colby Dr Before Castlewood Dr (6470),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2172,BS910,6916,Yes,Highfield St Before Punch Bowl Dr (6916),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2173,BS862,7413,Yes,Oxford St Before Bayers Rd (7413),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2174,BS1551,7428,Yes,Parkland Dr After Farnham Gate Rd (7428),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2175,BS2485,6519,Yes,Cranberry Cr After Orquel Cr (6519),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
2176,BS3253,2158,,Williams Lake Rd Before Sagewood Ln (2158),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2177,BS3137,2131,,Oceanview Dr Before Nine Mile Drive (2131),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2178,BS3132,2126,,Moirs Mills After Civic 59 (2126),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2179,BS3185,2184,,Beaverbank Rd At Civic 136 (2184),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2180,BS3160,2154,,Moirs Mills Rd After before Bedford Hwy (2154),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2181,BS3144,2139,,Starboard Dr Before Amirault Crt (2139),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2182,BS3222,2081,,Old Sackville Rd After Peter Buckley Dr (2081),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2183,BS3167,2040,,Old Sackville Rd Before Hallmark Ave (2040),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2184,BS3179,2052,,Old Sackville Rd Before Lynn Ct (2052),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2185,BS3195,2120,,Beaver Bank Cross Rd Before Loggen Rd (2120),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2186,BS3204,2061,,Crossfield Rg After Melham Dr (2061),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2187,BS3229,2088,,Williams Ave After Dorey Ave (2088),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2188,BS3151,2145,,Starboard Dr. Opposite Civic 530 (2145),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2189,BS3173,2046,,Old Sackville Rd Before Dresden Ct (2046),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2190,BS3240,2095,,Willams Ave Opposite Civic 109 (2095),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2191,BS3191,2116,,Rossing Dr At Civic 72 (2116),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2192,BS3210,2067,,Hanwell Dr After Barnsley Ct (2067),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2193,BS3162,2036,,Old Sackville Rd After Twelve Mile Ln (2036),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2194,BS3254,2159,,Williams Lake Rd After Clovis Ave (2159),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2195,BS3209,2066,,Hanwell Dr After Darlington Dr (2066),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2196,BS3183,2186,,Beaver Bank Rd After Woodbine Dr (2186),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2197,BS3180,2182,,Beaverbank Road At Civic 141 (2182),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2198,BS3155,2149,,Oceanview Dr After Peverill Crt (2149),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2199,BS3184,2185,,Beaverbank Rd Before Civic 178 (2185),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2200,BS3203,2060,,Old Sackville Rd Before Melham Dr (2060),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2201,BS3182,2123,Yes,Beaver Bank Rd Before Kinsac Rd (2123),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2202,BS3214,2073,,Crossfield Rg After Sackville Dr (2073),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2203,BS3165,2038,,Old Sackville Rd At Civic 167 (2038),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2204,BS3246,2101,,Commodore Dr Before Eileen Stubbs Ave (2101),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2205,BS3170,2043,,Old Sackville Rd Before Walker Ave (2043),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2206,BS3140,2134,,Starboard Dr At Civic 530 (2134),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2207,BS3166,2039,,Old Sackville Rd After Walker Service Rd (2039),Conventional Transit Bus Stop,2019-10-07T00:00:00.000Z,2019-11-25T00:00:00.000Z
2208,BS2328,6506,Yes,Cornwallis St Before Bauer St (6506),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2209,BS1002,6012,Yes,Akerley Blvd Before Morris Dr (6012),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2210,BS504,6731,Yes,Gaston Rd Opposite Cleary Dr (6731),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2211,BS516,6743,Yes,Glendale Dr After Metropolitan Ave (6743),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2212,BS413,6754,Yes,Glendale Dr Before Metropolitan Ave (6754),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2213,BS349,7197,Yes,Victoria Rd Before Garden Dr (7197),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2214,BS500,6727,Yes,Gaston Rd After Marilyn Dr (6727),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2215,BS2031,6690,Yes,First Lake Dr Before Lakehead Ct (6690),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2216,BS2395,6267,Yes,Cobequid Rd After Nelson Dr (6267),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2217,BS1119,8329,Yes,Spring Garden Rd Before Carlton St (8329),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2218,BS1141,8351,Yes,Starboard Dr After Brigadier Ct (8351),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2219,BS2140,8522,Yes,Windmill Rd Before Dawn Dr (8522),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2220,BS1607,7616,Yes,Bridge Terminal Bay 16 (7616),Terminal,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2221,BS2689,7359,Yes,Sackville Dr At Civic 1775 (7359),Conventional Transit Bus Stop,2016-11-14T00:00:00.000Z,2019-11-25T00:00:00.000Z
2222,BS2150,6557,Yes,Dartmouth Rd After Wardour St (6557),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
2223,BS48,7319,Yes,Sackville Dr Before Lively Rd (7319),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
