OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,FCODE,ADDDATE,MODDATE
715,BS2003,7005,Yes,Joseph Howe Dr Before Ascot Ave (7005),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
716,BS2004,7006,Yes,Joseph Howe Dr After Clinton Ave (7006),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
717,BS2005,7007,Yes,Joseph Howe Dr Before Lexington Ave (7007),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
718,BS677,6985,Yes,Joseph Howe Dr Before Scot St (6985),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
719,BS980,7009,Yes,Joseph Howe Dr Before Springvale Ave (7009),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
720,BS981,7010,Yes,Joseph Howe Dr After Walton Dr (7010),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
721,BS979,7008,Yes,Joseph Howe Dr At Civic 2668 (7008),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
722,BS1523,6819,Yes,Hammonds Plains Rd At Civic 1549 (6819),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
723,BS1527,6823,Yes,Hammonds Plains Rd After Ellard Ln (6823),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
724,BS1524,6820,Yes,Hammonds Plains Rd Before Civic 1881 (6820),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
725,BS1525,6821,Yes,Hammonds Plains Rd Before Civic 2465 (6821),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
726,BS1526,6822,Yes,Hammonds Plains Rd After Nottingham Dr (6822),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
727,BS1528,6824,Yes,Hammonds Plains Rd After Winslow Dr (6824),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
728,BS2225,6825,Yes,Hammonds Plains Rd Before Lake Dr (6825),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
729,BS2226,6826,Yes,Hammonds Plains Rd Before Northwood Dr (6826),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
730,BS1040,9056,Yes,Hammonds Plains Rd After Innovation Dr (9056),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
731,BS2228,6828,Yes,Hammonds Plains Rd At Civic 1858 (6828),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
732,BS2229,6829,Yes,Hammonds Plains Rd After 1st Yankeetown Rd (6829),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
733,BS583,6718,Yes,Hammonds Plains Rd Before Doyle St (6718),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
734,BS1511,6808,Yes,Hammonds Plains Rd Before Glenn Arbour Way (6808),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
735,BS919,6925,Yes,Highfield Park Dr At Civic 10 (6925),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
736,BS2056,6415,Yes,Chebucto Rd Before Joseph St (6415),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
737,BS2049,6407,Yes,Chebucto Rd Before Newton Ave (6407),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
738,BS2051,6409,Yes,Chebucto Rd Before Quinn St (6409),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
739,BS952,8159,Yes,Radcliffe Dr Before Barkton Ln (8159),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
740,BS949,8156,Yes,Radcliffe Dr Before Dunbrack St (8156),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
741,BS950,8157,Yes,Radcliffe Dr Before Stockleigh Pl (8157),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
742,BS955,8162,Yes,Raymoor Dr Before Main St (8162),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
743,BS352,9080,Yes,Regency Park Dr After Lacewood Dr (9080),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
744,BS354,9082,Yes,Regency Park Dr Before Greenpark Cl (9082),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
745,BS363,9091,Yes,Regency Park Dr Before Lacewood Dr (9091),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
746,BS353,9081,Yes,Regency Park Dr After Solutions Dr (9081),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
747,BS361,9089,Yes,Regency Park Dr After Greenpark Cl (9089),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
748,BS362,9090,Yes,Regency Park Dr After Solutions Dr (9090),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
749,BS960,8168,Yes,Ridgevalley Rd Before Bromley Rd (8168),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
750,BS961,8169,Yes,Ridgevalley Rd Before Highfield St (8169),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
751,BS1174,8185,Yes,Robie St After Spring Garden Rd (8185),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
752,BS544,8187,Yes,Robie St After University Ave (8187),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
753,BS1889,8003,Yes,Pleasant St After Cameron St (8003),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
754,BS1890,8004,Yes,Pleasant St Opposite Carleton St (8004),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
755,BS1894,8009,Yes,Pleasant St After Marvin St (8009),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
756,BS632,6968,Yes,Inglis St Before South Park St (6968),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
757,BS831,6969,Yes,Inglis St Before Tower Rd (6969),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
758,BS625,6961,Yes,Inglis St After Bellevue Ave (6961),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
759,BS626,6962,Yes,Inglis St After Robie St (6962),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
760,BS628,6964,Yes,Inglis St Before Bellevue Ave (6964),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
761,BS630,6966,Yes,Inglis St Before Robie St (6966),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
762,BS631,6967,Yes,Inglis St Before South Bland St (6967),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
763,BS624,6960,Yes,Inglis St Opposite SMU (6960),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
764,BS833,6972,Yes,Inglis St Opposite South Bland St (6972),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
765,BS832,6970,Yes,Inglis St Before Tower Rd (6970),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
766,BS232,6567,Yes,Innovation Dr Before Gary Martin Dr (6567),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
767,BS1430,8781,Yes,Hwy 7 At Civic 3372 (8781),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
768,BS1036,6168,Yes,Bluewater Rd Opposite Civic 223 (6168),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
769,BS1922,8436,Yes,Braemar Dr At Sutherland Terr (8436),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
770,BS2219,8460,Yes,Braemar Dr After Braeside Ct (8460),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
771,BS1828,6315,Yes,Brentwood Ave Before Greenwood Ave (6315),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
772,BS1829,6316,Yes,Brentwood Ave Before Eisener St (6316),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
773,BS1831,6318,Yes,Brentwood Ave After Eisener St (6318),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
774,BS1830,6317,Yes,Brentwood Ave After Rosewood Ave (6317),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
775,BS2089,6370,Yes,Caledonia Rd Before Westwood Dr (6370),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
776,BS2034,6392,Yes,Chain Lake Dr At Civic 230 (6392),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
777,BS2106,6387,Yes,Chain Lake Dr Opposite Civic 209 (6387),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
778,BS1988,6389,Yes,Chain Lake Dr After Civic 209 (6389),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
779,BS2036,6394,Yes,Chain Lake Dr At Civic 209 (6394),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
780,BS2035,6393,Yes,Chain Lake Dr At Civic 201 (6393),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
781,BS2101,6382,Yes,Chain Lake Dr At Civic 225 (6382),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
782,BS2043,6401,Yes,Chebucto Rd Before Dublin St (6401),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
783,BS2045,6403,Yes,Chebucto Rd Before Benjamin Green Dr (6403),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
784,BS2048,6406,Yes,Chebucto Rd Before Elm St (6406),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
785,BS2242,6845,Yes,Herring Cove Rd After Spry Ave (6845),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
786,BS613,6905,Yes,Herring Cove Rd After Williams Lake Rd (6905),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
787,BS916,6922,Yes,Highfield Park Dr At Civic 35 (6922),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
788,BS914,6920,Yes,Highfield Park Dr After Joseph Young St (6920),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
789,BS920,6926,Yes,Highfield Park Dr At Civic 68 (6926),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
790,BS913,6919,Yes,Highfield Park Dr Opposite Civic 72 (6919),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
791,BS915,6921,Yes,Highfield Park Dr Before Civic 65 (6921),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
792,BS918,6924,Yes,Highfield Park Dr Before True North Cr (6924),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
793,BS925,6931,Yes,Highfield St After Punch Bowl Dr (6931),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
794,BS926,6932,Yes,Hillsboro Dr After Auburn Dr (6932),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
795,BS929,6935,Yes,Hillsboro Dr Before Barbara Dr (6935),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
796,BS932,6938,Yes,Hollis St After Barrington St (6938),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
797,BS933,6940,Yes,Hubley Centre (6940),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
798,BS823,6946,Yes,Main St After Riley Rd (6946),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
799,BS1356,7217,Yes,Bluewater Rd At Civic 217 (7217),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
800,BS1044,8056,Yes,Bluewater Rd Before Larry Uteck Blvd (8056),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
801,BS1035,6067,Yes,Bluewater Rd After Larry Uteck Blvd (6067),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
802,BS1039,6622,Yes,Bluewater Rd Before Hammonds Plains Rd (6622),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
803,BS2462,6868,Yes,Herring Cove Rd After Withrod Dr (6868),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
804,BS608,6900,Yes,Herring Cove Rd Before Melwood Ave (6900),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
805,BS717,6894,Yes,Herring Cove Rd Before Barclay Ave (6894),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
806,BS718,6895,Yes,Herring Cove Rd After Arbutus Ave (6895),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
807,BS719,6896,Yes,Herring Cove Rd Before Glen Baker Dr (6896),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
808,BS606,6898,Yes,Herring Cove Rd Before Lynnett Rd (6898),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
809,BS610,6902,Yes,Herring Cove Rd Before Oceanbreeze Ave (6902),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
810,BS611,6903,Yes,Herring Cove Rd Before Purcells Cove Rd (6903),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
811,BS908,6914,Yes,Herring Cove Rd Before Barry Cr (6914),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
812,BS616,6908,Yes,Herring Cove Rd Opposite Bronson Ave (6908),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
813,BS619,6911,Yes,Herring Cove Rd After Woodcrest Ave (6911),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-03-04T00:00:00.000Z
814,BS906,6912,Yes,Herring Cove Rd Opposite Glen Baker Dr (6912),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
815,BS1896,8011,Yes,Pleasant St Opposite Everette St (8011),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
816,BS740,8024,Yes,Poplar Dr At Civic 118 (8024),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
817,BS598,8026,Yes,Poplar Dr At Civic 113 (8026),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
818,BS1323,8834,Yes,Portland Hills Dr At Civic 8 (8834),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
819,BS1321,8832,Yes,Portland Hills Dr Before Waterside Terr (8832),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
820,BS1318,8829,Yes,Portland Hills Dr Before Summer Field Way (8829),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
821,BS1875,8046,Yes,Portland St After Portland Estates Blvd (8046),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
822,BS1939,8055,Yes,Portland St Opposite Settle St (8055),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
823,BS1232,8699,No,Pratt and Whitney Dr Before Civic 189 (8699),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
824,BS1502,8065,Yes,Primrose St Before Victoria Rd (8065),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
825,BS1824,6311,Yes,Prince Albert Rd After Bartlin Rd (6311),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
826,BS1505,8068,Yes,Prince Albert Rd After Celtic Dr (8068),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
827,BS1503,8066,Yes,Prince Albert Rd After Bartlin Rd (8066),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
828,BS1507,8070,Yes,Princess Margaret Blvd After Hudson Way (8070),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-24T00:00:00.000Z
829,BS1710,8075,Yes,Princess Margaret Blvd After Windmill Rd (8075),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
830,BS1711,8076,Yes,Princess Margaret Blvd Before Hudson Way (8076),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-24T00:00:00.000Z
831,BS820,6943,Yes,Main St Before Cherry Brook Rd (6943),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
832,BS824,6947,Yes,Main St Before Riley Rd (6947),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
833,BS827,6950,Yes,Ilsley Ave At Civic 50 (6950),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
834,BS875,6954,Yes,Ilsley Ave Opposite Civic 81 (6954),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
835,BS828,6951,Yes,Ilsley Ave After Wright Ave (6951),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
836,BS213,6322,Yes,Brookfield Ave Before Willowdale Dr (6322),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
837,BS1834,6321,Yes,Brookfield Ave After Caldwell Rd (6321),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
838,BS1101,7389,Yes,Ochterloney St Before Wentworth St (7389),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
839,BS1103,7391,Yes,Old Sambro Rd Before Civic 120 (7391),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
840,BS1102,7390,Yes,Old Sambro Rd After Sussex St (7390),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
841,BS655,7186,Yes,Osborne St After Marriott St (7186),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
842,BS1108,7396,Yes,Osborne St Before Sunset Ave (7396),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
843,BS1107,7395,Yes,Osborne St After Kelly St (7395),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
844,BS858,7403,Yes,Oxford St Before Jennings St (7403),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
845,BS859,7404,Yes,Oxford St After Allan St (7404),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
846,BS860,7405,Yes,Oxford St Before Berlin St (7405),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
847,BS633,7406,Yes,Oxford St Before Norwood St (7406),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
848,BS634,7407,Yes,Oxford St After Almon St (7407),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
849,BS637,7410,Yes,Oxford St After Jubilee Rd (7410),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
850,BS638,7411,Yes,Oxford St After North St (7411),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
851,BS870,7421,Yes,Oxford St Before Quinpool Rd (7421),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
852,BS857,7402,Yes,Oxford St Before Waegwoltic Ave (7402),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
853,BS635,7408,Yes,Oxford St After Almon St (7408),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
854,BS636,7409,Yes,Oxford St After Jubilee Rd (7409),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
855,BS861,7412,Yes,Oxford St After Quinpool Rd (7412),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
856,BS1712,8077,Yes,Princess Margaret Blvd Opposite Iroquois Dr (8077),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-09T00:00:00.000Z
857,BS1713,8078,Yes,Princess Margaret Blvd Before Windmill Rd (8078),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
858,BS971,8099,Yes,Purcells Cove Rd After Ramsgate Ln (8099),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
859,BS972,8100,Yes,Purcells Cove Rd Opposite Pinehaven Dr (8100),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
860,BS973,8101,Yes,Purcells Cove Rd At Rosborough Loop (8101),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
861,BS2059,6418,Yes,Cherry Brook Rd After Civic 72 (6418),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
862,BS1590,7156,Yes,Cherry Brook Rd After Riley Rd (7156),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
863,BS1591,7157,Yes,Cherry Brook Rd At Civic 292 (7157),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
864,BS2058,6417,Yes,Cherry Brook Rd Before Bundy Ln (6417),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
865,BS2064,6423,Yes,Circassion Dr Before Glenalva Ct (6423),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
866,BS2066,6425,Yes,Circassion Dr Before Ellerslie Cr (6425),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
