OBJECTID,PARK_ID,OWNER,HRMINTRST,HECTARES,NAMESTATUS,NAMEAPRDTE,PARK_MAINT,GROUP_ID,ADDDATE,MODDATE,SDATE,SOURCE,SACC,GLOBALID,PARK_NAME,PARK_TYPE,DEVELOPED,CIVIC_ID,Shape__Area,Shape__Length
90,1492,Halifax,Yes,1.46,N,,HRM,1492,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,,Parkland Planners,,3d3cfd87-6578-46bf-b637-9d8161c422cb,MEADOWBROOK DRIVE PARK,Neighbourhood,Yes,93672,29142.80859,913.6450617
91,1498,Halifax,Yes,3.12,N,,HRM,1498,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-10-29T00:00:00.000Z,Asset Management Project,,f4265f8b-d373-41a1-8af8-686a9b9d3020,CLARENCE COURT PARK,Community,Yes,94567,62118.64844,1735.376036
92,1515,Halifax,Yes,0.02,N,,Private,1515,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-03-31T00:00:00.000Z,Asset Management Project,,fc55c0d8-4775-4615-9a33-bfb9a7a6a9e3,BIRCHWOOD PARK,Neighbourhood,Yes,147394,427.7070313,166.4468127
93,16,Halifax,Yes,1.29,N,,HRM,16,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-10-29T00:00:00.000Z,Asset Management Project,,87ff0186-812b-4bb5-b738-4504babd3a35,DAVIS DRIVE PARK,Community,Yes,93807,25657.38672,738.5354657
94,120,Halifax,Yes,0.3,N,,HRM,120,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-11-26T00:00:00.000Z,Asset Management Project,,c5c79324-1f92-4235-a251-d0b729aec6d0,SINNOT HILL PARK,Community,Yes,60727,5837.851563,536.3391408
95,123,Halifax,Yes,0.28,N,,HRM,123,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,Parkland Planners,,fbb04772-fb60-4122-8396-5c10b56f5784,GREEN VILLAGE LANE PARK,Neighbourhood,Yes,121110,5509.941406,310.251639
96,1160,Halifax,Yes,0.47,N,,HRM,1160,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-11-09T00:00:00.000Z,Asset Management Project,,69a36eb9-4e68-4271-bdda-adc9db1713f5,LAKEMIST COURT PARK,Neighbourhood,Yes,103722,9359.558594,428.6178176
97,2647,Halifax,Yes,0.17,N,,HRM,2647,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-10-28T00:00:00.000Z,Asset Management Project,,27a6d800-0468-4c8d-b7c5-a4a9c96146de,MAJESTIC AVENUE PARK,Community,No,34515,3316.351563,352.6870615
98,2649,Halifax,Yes,3.29,N,,HRM,2649,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-10-29T00:00:00.000Z,Field Work Operations,,2a058f77-c3de-426a-bc1a-207de129b5bd,MONARCH RIVENDALE PARK,Community,Yes,129096,65285.3125,1804.037847
99,2654,Halifax,Yes,4.61,N,,HRM,2654,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-07-06T00:00:00.000Z,Parkland Planners,,4ce40409-362c-412a-8e37-dacf1975a569,DUCK LAKE BROOK GREENWAY PARK,Neighbourhood,Yes,125233,91532.42578,3587.695689
100,2656,Halifax,Yes,3.18,N,,HRM,2656,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-11-09T00:00:00.000Z,Asset Management Project,,651e2f6b-120a-4ee6-9435-18ab6d8347dc,WINDGATE DRIVE PARK,Community,No,146556,63205.21875,1249.406859
101,1360,Halifax,Yes,0.64,N,,HRM,1360,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-03-25T00:00:00.000Z,Field Work Operations,,036c5bb9-bc37-49f3-9690-95345125cd57,WHIMSICAL LAKE PARK,Neighbourhood,Yes,147396,12618.48438,980.2173854
102,172,Halifax,Yes,3.14,N,,HRM,172,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-10-24T00:00:00.000Z,Parkland Planners,,86dac6e2-a548-4563-b912-bfe56b0e03dc,DALE BENNETT MEMORIAL PARK,Community,Yes,138073,62265.92188,1287.162816
103,179,Halifax,Yes,2.5,N,,,179,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,,,,8a66aac2-7536-416d-947e-4ae1a14808b3,BROWNLOW PARK,District,Yes,146949,49346.75391,1231.297131
104,202,Halifax,Yes,0.11,N,,,202,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,,,,1fb8b82f-03d8-4956-8d0a-77eca86b7b92,BARENG COURT PARK,Neighbourhood,Yes,146723,2086.878906,317.1849449
105,211,Halifax,Yes,4.29,N,,Shared,211,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-10-28T00:00:00.000Z,Asset Management Project,,16c0e56e-98cb-4623-aa57-f0f15bfa0cd0,BEAVER BANK MONARCH ELEMENTARY SCHOOL PARK,Community,Yes,34220,85279.95313,1184.13841
106,832,Halifax,Yes,0.4,N,,,832,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,,,6b90387b-9f82-442f-a6b4-3ae73d67ecd7,WYNDHOLME PARK,Neighbourhood,Yes,146989,7874.871094,489.0322562
107,907,Halifax,Yes,0.2,N,,,907,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,,,,df3e88c3-2b9f-413b-b676-2724cc9cfbf3,NORTH DARTMOUTH COMMUNITY GARDEN,Community,Yes,51090,4051.386719,274.3322382
108,5049,Halifax,Yes,8.84,N,,School Board,540,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-11-03T00:00:00.000Z,Asset Management Project,,f4d6bc41-1649-4283-b648-1b4fca7dd755,FIVE BRIDGES JUNIOR HIGH SCHOOL PARK,Community,Yes,10824,174890.1992,3799.190007
109,5050,Halifax,Yes,2.11,N,,School Board,308,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-11-12T00:00:00.000Z,Asset Management Project,,f6d28703-f10a-41eb-9776-c2065fcc9a0a,JOSEPH GILES ELEMENTARY SCHOOL PARK,Community,Yes,111842,41785.63672,1081.864554
110,5051,Halifax,Yes,2.08,N,,School Board,326,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-11-12T00:00:00.000Z,Asset Management Project,,418068e1-f5ad-4461-b045-146e4e433f70,ROBERT KEMP TURNER ELEMENTARY SCHOOL PARK,Community,Yes,113554,41050.50391,813.8241775
111,5052,Halifax,Yes,4.86,N,,School Board,337,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2008-11-12T00:00:00.000Z,Asset Management Project,,d0308a1e-d11a-43e1-a358-479fbdfc5c8c,SIR ROBERT BORDEN JUNIOR HIGH SCHOOL PARK,Community,Yes,114880,96154.20703,1909.217077
112,2906,Halifax,Yes,1.78,N,,HRM,2906,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-11T00:00:00.000Z,Asset Management Project,,428f9d19-e456-4576-a2bf-76449236f03d,LEWIS LAKE TERRACE PARK,Community,No,7206,35168.26172,1349.538226
113,695,Halifax,Yes,2.98,N,,HRM,695,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-10-27T00:00:00.000Z,Asset Management Project,,ddb76cd0-9583-4271-b364-77c24f7e617c,SCOTSDALE PARK,Community,No,125058,59159.625,1354.276852
114,696,Halifax,Yes,0.46,N,,HRM,696,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-11-09T00:00:00.000Z,Asset Management Project,,adbd4b18-4f39-4e33-9fb8-3282e48e88c6,LORIANN DRIVE PARK,Neighbourhood,No,100707,9197.160156,519.2669973
115,727,Halifax,Yes,2.82,N,,HRM,727,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-11-09T00:00:00.000Z,Asset Management Project,,d53505be-8bd2-43ef-8eb6-6d5276ba2796,LISA ANN DRIVE PARK,Neighbourhood,No,146725,55752.96875,971.7764039
116,745,Halifax,Yes,0.43,N,,HRM,745,2019-02-08T21:05:13.000Z,2019-09-19T17:31:49.000Z,2010-05-20T00:00:00.000Z,Asset Management Project,,08dff19a-102a-4666-bae7-2a4648d924bb,GREGORY DRIVE PARK,Community,Yes,146777,8525.769531,496.5103681
117,765,Halifax,Yes,0.74,N,,HRM,765,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2008-12-15T00:00:00.000Z,Asset Management Project,,9bdfe575-27d2-4c09-b2be-117156efb15b,ROBLEA DRIVE PARK,Neighbourhood,Yes,146998,14597.84375,640.6655677
118,774,Halifax,Yes,0.2,N,,HRM,774,2019-02-08T21:05:13.000Z,2019-09-19T17:31:49.000Z,2009-06-22T00:00:00.000Z,Asset Management Project,,0af7dff2-88d9-44d2-ac7a-317b76749b2c,SALMON RUN PARK,Neighbourhood,Yes,147413,4007.527344,270.6561735
119,3284,Halifax,Yes,0.11,N,,HRM,3284,2019-02-08T21:05:13.000Z,2019-04-04T13:31:29.000Z,2009-05-26T00:00:00.000Z,Asset Management Project,,715c1207-4b9d-40f0-855e-70bfd36f4673,UNNAMED PARK 11,Community,No,10068,2100.691406,219.3387564
120,140,Halifax,Yes,0.41,N,,,140,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,Parkland Planners,,6f4fc17e-795a-4070-83ca-b828e41327be,CLEMENT STREET PARK,Neighbourhood,Yes,62161,8103.433594,778.5979509
121,143,Halifax,Yes,0.34,N,,HRM,143,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-11-24T00:00:00.000Z,Asset Management Project,,50205c69-2a3a-4eff-ba95-5ef8a476e367,GREELY COURT PARK,Neighbourhood,Yes,146771,6686.941406,515.349672
122,444,Halifax,Yes,1.84,A,,HRM,444,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-11-27T00:00:00.000Z,Asset Management Project,,4d93e678-abb9-4f6c-94ab-c2c16f383977,GEORGE DIXON CENTRE PARK,District,Yes,66351,36413.6875,768.2895595
123,1002,Halifax,Yes,0.1,N,,HRM,1002,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2008-11-06T00:00:00.000Z,Asset Management Project,,05781197-86c2-47a1-b325-1afbc593fddb,OAKWOOD COURT PARK,Neighbourhood,Yes,146985,1910.191406,253.5965486
124,2189,Halifax,Yes,0.13,N,,HRM,2189,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-06-05T00:00:00.000Z,Asset Management Project,,d31c868e-ef92-4271-98a1-7a43b179aaf4,SALMON RIVER TERRACE PARK,Community,No,5137,2479.453125,281.6776387
125,2209,Halifax,Yes,0.49,N,,HRM,2209,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-06-05T00:00:00.000Z,Asset Management Project,,02e9e654-d153-4f91-aeca-c4350ee6c1f5,AMIN STREET PARK,Neighbourhood,No,5545,9759.402344,405.4991125
126,2211,Halifax,Yes,1.24,N,,HRM,2211,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-06-05T00:00:00.000Z,Asset Management Project,,47d95e12-a49e-43d2-947e-599414fe67d1,AHMADI CRESCENT PARK,Neighbourhood,Yes,5773,24644.59766,1243.042646
127,2224,Halifax,Yes,2.8,N,,HRM,2224,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-10-29T00:00:00.000Z,Asset Management Project,,5f3d632f-a98c-46dd-9af9-5f8a5af5ca27,LAKEVIEW PARK,Community,Yes,44871,55475.60547,1255.784517
128,2233,Halifax,Yes,1.38,N,,HRM,2233,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-06-05T00:00:00.000Z,Asset Management Project,,439eb0c4-2f05-4017-be3b-686f2d8837cb,NICHOLAS MEAGHERS PARK,Neighbourhood,Yes,45768,27333.94922,1014.251367
129,3222,Halifax,Yes,0.3,N,,HRM,3222,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-05-04T00:00:00.000Z,Field Work Operations,,6c6a0bcb-b420-49cc-a914-3febef7cdc92,SHELDRAKE LAKE PARK,Neighbourhood,Yes,145988,5913.964844,388.9773611
130,3223,Halifax,Yes,0.12,N,,,3223,2019-02-08T21:05:13.000Z,2019-04-04T13:32:03.000Z,,,,9f664694-4bc3-4657-81d9-ad1fe1b27929,UNNAMED PARK 18,,No,133181,2376.789063,328.282732
131,3234,Halifax,Yes,16.95,N,,HRM,3234,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-05-13T00:00:00.000Z,Field Work Operations,,e9d20723-db58-4d5a-97b5-54faf3003583,WILLIAMSWOOD RECREATION PARK,Community,Yes,29139,333506.1133,3759.766255
132,3240,Halifax,Yes,2.66,N,,HRM,3240,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-26T00:00:00.000Z,Asset Management Project,,8efe2afd-4260-420e-9b8c-f72b1807f64f,WENDYBROOK DRIVE PARK,Neighbourhood,Yes,12400,52669.375,1035.389246
133,3242,Halifax,Yes,0.06,N,,HRM,3242,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2011-12-05T00:00:00.000Z,Asset Management Project,,6f910c09-3830-49f6-9948-34c55f7c5ea7,OMEGA COURT PARK,Neighbourhood,No,133180,1151.253906,216.0223155
134,3244,Halifax,Yes,0.51,A,2013-07-23T00:00:00.000Z,HRM,3244,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-04T00:00:00.000Z,Asset Management Project,,c874b2ac-911b-4ec8-84ef-80e0e2456649,FIVE ISLAND LAKE PARK,Community,No,12537,10153.54297,439.9833612
135,3245,Halifax,Yes,3.27,N,,HRM,3245,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-06T00:00:00.000Z,Asset Management Project,,c4b00ef7-a1a7-4be0-ac9d-ad76b7ef2687,BIG HUBLEY LAKE ROAD PARK,Community,Yes,14906,64578.28516,1405.250594
136,1021,Halifax,Yes,0.52,N,,HRM,1021,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-10-24T00:00:00.000Z,Asset Management Project,,f09a29b2-20e0-4646-b3ca-252a56b5bd1b,EAST JEDDORE PARK,Community,Yes,144334,10340.85547,561.6315169
137,1035,Halifax,Yes,3.95,N,,,1035,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,,,,39424071-5f31-43a9-ab4d-acb9c5392329,COW BAY ROAD PARK,Community,Yes,120184,78066.67969,1162.848676
138,1053,Halifax,Yes,0.37,N,,,1053,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,,,,62113759-7825-4ca9-9235-a75e3f211b57,SPRUCE DRIVE PARK,Neighbourhood,Yes,120431,7334.988281,342.6190572
139,1065,Halifax,Yes,0.1,N,,,1065,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,,,66abfc69-3152-4358-abe2-3547fc0159b0,CATHERINE FURNESS PARK,Neighbourhood,Yes,126982,2044.902344,206.5625064
140,1066,Halifax,Yes,0.18,N,,HRM,1066,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,1966-01-01T00:00:00.000Z,,,2b7f25c1-538d-4c9a-9881-bb6b239670bf,SHORE ROAD PARK,Neighbourhood,Yes,61214,3528.480469,305.0542537
141,1086,Halifax,Yes,0.05,N,,HRM,1086,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-11-26T00:00:00.000Z,Asset Management Project,,105da83b-f472-4132-a1aa-bf6b9b098172,JOSEPH HOWE PARK,Community,Yes,62550,1050.429688,127.5371824
142,1088,Halifax,Yes,0.1,N,,,1088,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,,,13c99638-d21b-4556-a498-cc9201344086,DEYOUNG DRIVE PARK,Neighbourhood,Yes,120725,2027.34375,181.2743365
143,1090,Halifax,Yes,0.23,N,,,1090,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,,,0e1d376c-9f94-41af-9d41-32eddeabcb43,HARMES DRIVE PARK,Neighbourhood,Yes,120583,4475.945313,276.9486214
144,1605,Halifax,Yes,0.53,A,,HRM,1605,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-03-10T00:00:00.000Z,Asset Management Project,,9747597a-41fc-4368-a7e7-b49e04e4d6d0,ARDMORE PARK,Neighbourhood,Yes,70478,10556.11328,420.5080674
145,3400,Halifax,Yes,0.52,N,,HRM,3400,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2008-09-19T00:00:00.000Z,Asset Management Project,,eee90c24-cc59-48d0-bfed-14976dd40c99,SALTY DIPS PARK,Neighbourhood,Yes,130953,10230.12891,608.1294216
146,160,Halifax,Yes,0.96,N,,HRM,160,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-03-11T00:00:00.000Z,Field Work Operations,,464c39a3-74e1-4675-99ae-3bbb4b4adf1b,KEARNEY LAKE BEACH PARK,District,Yes,8353,18961.67969,1033.137752
147,5222,Halifax,Yes,1.34,,,HRM,5228,2019-02-08T21:05:13.000Z,2019-04-04T13:31:13.000Z,2014-01-10T00:00:00.000Z,Asset Management Project,Interactive,996ebf2b-d10c-4d7b-aafa-6e8ec3f9f989,UNNAMED PARK 8,Community,No,,26572.82031,1106.04863
148,5223,Halifax,Yes,0.23,A,,HRM,1371,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2014-05-05T00:00:00.000Z,Parkland Planners,Digitize,a86dd3e7-d606-4191-8f8a-60dd5b33d94e,BRIDGEVIEW DRIVE PARK,Neighbourhood,Yes,135823,4570.863281,507.3763656
149,5088,Halifax,Yes,0.57,N,,HRM,5044,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,fb2f8361-3f96-48d6-a319-7e237d13cfd4,BUCKINGHAM DRIVE PARK,Neighbourhood,Yes,7046,11277.03125,509.297786
150,2674,Halifax,Yes,0.41,N,,HRM,2674,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2008-09-30T00:00:00.000Z,Parkland Planners,,95d8158f-5b5c-4193-8029-12d1726f6b2a,CAMERON PARK,Neighbourhood,Yes,94029,8085.234375,462.6470386
151,112,Halifax,Yes,0.7,N,,HRM,112,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2008-11-13T00:00:00.000Z,Field Work Operations,,6d132f02-3b48-405a-853e-28f23423a1ee,MITCHELLS BROOK PARK,Community,No,126943,13793.57813,1384.044089
152,941,Halifax,Yes,0.63,N,,UN,941,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-04-28T00:00:00.000Z,Field Work Operations,,c1f7b29f-d792-4512-ac1f-034b95c5f59e,OWLS NEST ISLAND,Regional,No,,12523.40234,597.8383403
153,3267,Halifax,Yes,0.33,N,,HRM,3267,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-27T00:00:00.000Z,Asset Management Project,,79ab5641-b8ca-4f74-bf47-4785428b6d4a,HEAD OF ST MARGARETS BAY VIEW PARK,Community,No,147461,6593.003906,338.167791
154,3272,Halifax,Yes,0.34,N,,HRM,3272,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-26T00:00:00.000Z,Asset Management Project,,2a9f58bc-f6ed-4ce0-86d5-9d524f6ccd72,ALLEN HEIGHTS PARK,Community,No,147465,6783.007813,395.067459
155,3280,Halifax,Yes,0.38,N,,HRM,3280,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-05-26T00:00:00.000Z,Asset Management Project,,37248b1c-b46e-497e-995e-d9ecc2a7b958,GLENWOOD DRIVE  PARK,Community,No,147464,7481.230469,376.5677332
156,3282,Halifax,Yes,0.2,N,,HRM,3282,2019-02-08T21:05:13.000Z,2019-04-04T13:31:57.000Z,2009-05-26T00:00:00.000Z,Asset Management Project,,aa2ce9f3-d616-4038-b783-47fdaa47f375,UNNAMED PARK 17,Community,No,9419,3932.507813,281.4068939
157,3283,Halifax,Yes,0.85,N,,HRM,3283,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-26T00:00:00.000Z,Asset Management Project,,19be4d6a-d13a-4f8c-beed-b7093ed0b1ae,PARKLEA DRIVE PARK,Community,Yes,147471,16766.62891,1009.222571
158,3287,Halifax,Yes,1.25,N,,HRM,3287,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2009-05-26T00:00:00.000Z,Asset Management Project,,3c04d105-e333-4f1d-8b5d-08943b341e19,TONI AVENUE PARK,Community,No,11217,24683.08594,698.1878007
159,93,Halifax,Yes,0.21,N,,,93,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,,,,7c0f3e43-f850-4bb0-a637-ae65956fd6e1,SHORE ROAD POND LANDS,Community,Yes,147045,4141.226563,794.5129579
160,106,Halifax,Yes,1.05,N,,,106,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,,,,b17880f6-5207-476b-8a6f-01b1c35ae7a6,COLLINS GROVE PARK,,Yes,146997,20863.50391,1179.449885
161,119,Halifax,Yes,1.77,N,,,119,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,,,,e862ed80-f53a-4744-a181-8691d2bba99e,NORTHBROOK PARK,Community,Yes,127075,34920.46484,1763.410018
162,134,Halifax,Yes,4.89,A,,HRM,134,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-11-03T00:00:00.000Z,Asset Management Project,,37ffa76e-deed-4c6b-8216-6432a5679087,OAKFIELD WOODS PARK,Community,No,138797,97510.34766,2447.749592
163,139,Halifax,Yes,2.77,N,,HRM,139,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-03-10T00:00:00.000Z,Field Work Operations,,d2ad4c8d-0c6b-4eaf-906c-bc30690be1a2,JASON MACCULLOUGH MEMORIAL PARK,Community,Yes,127034,54784.73438,1330.975346
164,2251,Halifax,Yes,0.21,N,,HRM,2251,2019-02-08T21:05:13.000Z,2019-10-02T12:44:43.000Z,2009-06-22T00:00:00.000Z,Asset Management Project,,c5ba2583-9cbe-4cc9-8ed3-0c305570a184,ALDER CRESCENT PARK,Neighbourhood,Yes,41066,4073.960938,279.7463572
165,484,Halifax,Yes,28.96,N,2017-12-12T00:00:00.000Z,Shared,484,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2008-12-15T00:00:00.000Z,Asset Management Project,,061ddede-e8ae-4803-bb46-49435468a073,EASTERN PASSAGE COMMON,District,Yes,145703,571523.2852,6222.096435
166,485,Halifax,Yes,5.44,N,,HRM,485,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-01-08T00:00:00.000Z,Asset Management Project,,2244a42d-7c81-49d4-8260-2f90385a701c,DON BAYER PARK,District,Yes,147278,107687.0469,1435.1087
167,5244,Halifax,Yes,0.06,N,,HRM,5096,2019-02-08T21:05:13.000Z,2019-04-04T13:32:07.000Z,2008-10-22T00:00:00.000Z,Plan,Interactive,2255f17d-d33f-4087-90d4-8dbeff39faef,UNNAMED PARK 19,,Yes,144068,1147.628906,145.1588642
168,5246,Halifax,Yes,0.2,N,,HRM,5096,2019-02-08T21:05:13.000Z,2019-04-04T13:32:15.000Z,2009-11-24T00:00:00.000Z,Plan,Digitize,29efde38-ea78-407a-a3a1-4b4699e9ed45,UNNAMED PARK 21,,Yes,144885,3987,330.2001226
169,5247,Halifax,Yes,0.21,A,2017-07-18T00:00:00.000Z,HRM,5266,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2016-06-06T00:00:00.000Z,Plan,Interactive,f0170e27-d133-4ffb-b025-4c70381867c0,TITANIUM CRESCENT PARK,Neighbourhood,Yes,166778,4132.136719,270.6046385
170,5248,Halifax,Yes,0.21,A,2017-07-18T00:00:00.000Z,HRM,5267,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2016-06-06T00:00:00.000Z,Plan,Interactive,55f08080-df9c-4e94-8794-18857d4f3e23,TRAVERTINE COURT PARK,Neighbourhood,Yes,166844,4179.402344,307.8608658
171,5256,Halifax,Yes,0.14,A,2017-12-12T00:00:00.000Z,HRM,5276,2019-02-08T21:05:13.000Z,2019-09-19T17:31:48.000Z,2017-03-31T00:00:00.000Z,Plan,Interactive,261e9e1e-d74d-4b26-b70b-f5f36d52957c,HILDEN DRIVE PARK,Neighbourhood,Yes,168108,2818.9375,236.3157714
172,5257,Halifax,Yes,0.98,A,2017-12-12T00:00:00.000Z,HRM,5260,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2016-08-30T00:00:00.000Z,Parkland Planners,Interactive,1d6d30ef-1baa-45ae-95ea-92aa2a7d9d54,HOGAN COURT PARK,Community,Yes,165751,19419.21875,764.1476369
173,2,Halifax,Yes,8.2,N,,,2,2019-02-08T21:05:13.000Z,2019-12-04T12:35:41.000Z,,,,9d0055f9-e52f-44ce-8876-4762c7f5b3df,ALBRO LAKE PARK,District,Yes,162397,118693.4414,4995.916543
174,5168,Halifax,Yes,1.11,A,,HRM,5121,2019-02-08T21:05:13.000Z,2018-02-05T13:36:24.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,7ad750bf-91f4-4f07-8804-12fed566f92f,ALBANY TERRACE PARK,Neighbourhood,Yes,146726,23113.76172,911.9558677
175,31,Halifax,Yes,4.85,N,,HRM,432,2019-02-08T21:05:13.000Z,2018-01-31T19:19:05.000Z,2009-06-01T00:00:00.000Z,Asset Management Project,,88e9952c-f3ea-4c7b-aeab-90cbda9113fc,RANGE PARK,District,Yes,1580,116674.4531,1541.687699
176,5209,Halifax,Yes,1.6,A,2013-07-23T00:00:00.000Z,HRM,5098,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2013-01-11T00:00:00.000Z,Parkland Planners,Digitize,1259e855-2e3c-4f9c-9aa7-747e97d4af5b,SANDY RUN PARK,Neighbourhood,No,,31830.37891,2603.763243
177,5210,Halifax,Yes,0.81,A,2013-07-23T00:00:00.000Z,HRM,5211,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2013-01-08T00:00:00.000Z,Plan,Digitize,16e6344e-3b23-4b6c-8f25-4089ccc01aed,BONSAI DRIVE COMMUNITY PARK,Community,Yes,161727,16144.63281,518.5570568
178,5211,Halifax,Yes,2.48,A,2013-07-23T00:00:00.000Z,HRM,2481,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2013-02-15T00:00:00.000Z,Asset Management Project,,76da76d6-b9c5-402e-81aa-e5b7d7687dbd,BEECHCREST DRIVE PARK,Community,Yes,124610,49271.98438,1852.531289
179,5212,Halifax,Yes,1.49,A,2013-07-23T00:00:00.000Z,HRM,5212,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2013-03-11T00:00:00.000Z,Plan,Digitize,2ee5db9b-bbc8-4a6b-9fcc-391ed57fd83f,ASTRAL DRIVE NEIGHBOURHOOD PARK,Neighbourhood,No,161454,29470.61719,786.8117435
180,5214,Halifax,Yes,3.08,C,2013-07-23T00:00:00.000Z,HRM,5218,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2013-08-01T00:00:00.000Z,Council Action,,23ef4631-12d1-4677-b368-c3f5a9f16d55,MARY CLAYTON MEMORIAL PARK,Neighbourhood,Yes,162835,60842.53906,1079.913325
