FULL_NAME,STR_TYPE,STR_CODE_L,Shape__Length
MANDAVILLE CRT,CRT,517,381.2981848
NORTH ST,ST,5128,720.2536757
BROCKWELL ST,ST,5030,323.1166556
LISTER DR,DR,5107,569.9770647
LAUDERDALE CRT,CRT,16716,59.65898235
SPRINGHILL RD,RD,6623,439.8111429
NADIA DR,DR,16676,1291.828004
FLORRIES LANE,LANE,66742,81.82070018
IROQUOIS DR,DR,6819,647.4209687
STONE AVE,AVE,6635,160.3622778
RAMP FVO B-DV RAMP,RAMP,940,437.0057366
SUMMIT ST,ST,5175,249.9063486
LAUREL LANE,LANE,468,204.3756479
BURBRIDGE AVE,AVE,16787,826.5613472
BRIDLEWOOD LANE,LANE,15100,150.8639802
HUSKY DR,DR,16724,194.0072881
PAGET LANE,LANE,66744,80.32110845
POLLYS LANE,LANE,66745,34.8441309
BETHEL AVE,AVE,6058,180.5232844
WESTWIND RG,RG,5558,1890.877356
GORDON CRT,CRT,7634,302.1453778
RAMSBROOK CRT,CRT,16602,63.50083801
SPRUCE DR,DR,8767,774.4458122
RAINBOW HAVEN DR,DR,8503,517.3456775
LAURA DR,DR,7996,304.8685003
ROSS ST,ST,719,1184.849808
ROCKHAVEN DR,DR,704,619.2350665
MOSS CRT,CRT,1078,163.8593526
FRANCKLYN ST,ST,335,1043.372093
MCCULLOCH CRT,CRT,16176,173.1907834
FERNWOOD LANE,LANE,16585,261.1532496
GOLF LINKS RD,RD,5084,964.5786576
PERTH ST,ST,5143,341.1365278
CLARENCE ST,ST,6139,148.9970499
NIVENS AVE,AVE,6484,466.1602563
LIVELY RD,RD,8044,2013.751391
RAVEN HILL,HILL,5147,79.33284762
DAVIS ST,ST,7388,231.1522591
EAGLEWOOD DR,DR,5064,1628.116748
FALCON RUN,RUN,5070,215.5868341
FLEET CRT,CRT,5072,118.9703293
FLINNS HILL,HILL,5073,198.422689
ROOSEVELT DR,DR,713,552.2958963
PARKWOOD PL,PL,629,194.3326872
PARKWOOD TERR,TERR,630,292.2745638
PATRICIA ST,ST,632,233.5418594
CANARY CRES,CRES,148,756.4750901
MACLAUGHLIN RD,RD,8106,880.1389075
MCCURDY AVE,AVE,6442,520.8124799
CASTLEPARK GRV,GRV,15777,612.9921819
OLD SACKVILLE RD,RD,8371,57.01377856
NICKS LANE,LANE,16210,450.8105755
QUINELLA CRT,CRT,17007,187.853728
PAIGE PLZ,PLZ,17009,221.4563507
TOUCHSTONE CRT,CRT,17010,131.6354232
GURHOLT DR,DR,6295,531.022228
SNOWY OWL DR,DR,5168,881.0318878
TRAFALGAR CRT,CRT,5182,200.3279076
MAPLEWOOD LANE,LANE,16586,434.9142624
HOLIDAY LANE,LANE,16692,106.840716
CARROLL LANE,LANE,16581,166.6237111
ROGERS DR,DR,710,363.6956037
MAPLE ST,ST,5116,407.9539243
ABERCROMBIE LANE,LANE,16636,105.2132201
POPLAR ST,ST,655,726.7578741
DOUGLAS DR,DR,5057,681.6467978
DUFFUS DR,DR,5060,898.4866895
RIDGEVALE DR,DR,5149,2474.622983
CANFIELD CRT,CRT,5036,220.6465085
DARTMOOR CRES,CRES,5053,548.2884172
DEWOLF CRT,CRT,5055,171.7217374
EAGLE LANE,LANE,5062,127.4520076
HEATHER ST,ST,7729,368.7822241
BROOK CRES,CRES,7167,207.6280919
QUIET ST,ST,7170,134.3610538
MURDOCH AVE,AVE,580,397.907204
LAKE LOON RD,RD,7962,1681.809665
FAIRFAX DR,DR,15446,629.1980957
NAPPAN DR,DR,8279,715.6557716
PRESTWICK CL,CL,15547,217.3666887
MCFATRIDGE RD,RD,542,429.7483208
ANDREW ST,ST,22,170.1095804
CENTRAL AVE,AVE,162,1827.750422
FREDERICK AVE,AVE,337,2003.618579
MADELINE AVE,AVE,8111,379.3157377
LIVINGSTONE ST,ST,489,607.7464627
GRENNAN DR,DR,7671,599.0419037
SUFFOLK CL,CL,1146,123.7246716
CARRINGTON PL,PL,15319,136.5995957
ROSEHURST CL,CL,15321,198.4122323
FIRST ST,ST,7545,676.5967367
JUBILEE CRT,CRT,7878,219.8522332
COVINGTON WAY,WAY,218,305.9561849
HEDDAS WAY,WAY,16828,2606.373256
WALTER HAVILL DR,DR,1090,1568.205343
DUNBRACK ST,ST,274,23936.79013
HALEF CRT,CRT,16881,277.1367052
A MURRAY MACKAY BRDG,BRDG,16247,892.3079491
JOSEPH HOWE DR,DR,464,3613.257654
SCADDING RD,RD,66823,717.3825952
MABOU AVE,AVE,507,319.6368292
COLONIAL CRES,CRES,198,63.95029944
BREWER CRT,CRT,16880,122.3109615
PINEHAVEN DR,DR,645,303.8483381
ANCHORAGE RD,RD,66820,900.1922333
MOTT ST,ST,6463,271.6330291
LEEDS ST,ST,476,1052.099903
PRIVATEER RD,RD,8489,1055.625874
NELSON AVE,AVE,583,179.5468903
SCHNARE ST,ST,741,137.0470181
GREEN ST,ST,6289,190.9961098
RESOURCE RD,RD,66826,794.4626257
ALABASTER WAY,WAY,17029,2294.003924
STONEHAVEN RD,RD,785,509.2396721
ARMDALE ROT,ROT,34,313.0133895
WILCOT LANE,LANE,6457,735.120531
MCMANUS RD,RD,546,237.5295185
KEYWORTH LANE,LANE,15497,315.5363551
SPLINTER CRT,CRT,66846,147.4166973
ADELCHI CRT,CRT,66847,376.3071345
JOSHUA ST,ST,7548,415.9293832
JONAH DR,DR,8665,607.5915938
OLD POST RD,RD,8366,1043.72321
MAHEUX LANE,LANE,16681,396.4763153
MARKETWAY LANE,LANE,15719,420.9160024
LYNWOOD DR,DR,8094,1633.987309
BISSETT RD,RD,10145,3026.313421
CLIFTON ST,ST,185,981.0285315
DEACON ST,ST,243,272.5047088
FENERTY RD,RD,7531,1318.633751
LYLEWOOD DR,DR,8090,1458.722356
ESSEX LANE,LANE,1081,278.2404461
LANCASTER DR,DR,1085,789.1365331
TIDAL WAY,WAY,7047,345.7229734
BRIGHTON AVE,AVE,130,158.4475182
HENNESSEY ST,ST,392,200.8318774
GLEN LANE,LANE,16289,164.5647517
FAIRVIEW AVE,AVE,302,151.1563576
LOIS LANE,LANE,1139,176.5953222
DEVONSHIRE AVE,AVE,252,3375.057513
WESTGROVE PL,PL,974,430.1958601
HARLINGTON CRES,CRES,934,752.2480557
CHADWICK PL,PL,943,212.3927541
VAUGHAN AVE,AVE,833,602.9412255
VIENNA ST,ST,838,783.7261522
ESSON RD,RD,6225,375.7071681
SHIRLEY ST,ST,6607,114.6443071
WILLETT ST,ST,867,2858.257792
TITUS ST,ST,814,517.0947352
VIMY AVE,AVE,840,503.6526504
DESMOND AVE,AVE,248,474.9955791
BOND ST,ST,112,166.4526029
AMESBURY GATE,GATE,17177,1512.862884
SCOTIA DR,DR,5160,153.5859622
MOUNTAIN HILL RD,RD,15273,1523.415205
BENS CRT,CRT,7085,252.2193435
BROWNSTONE WAY,WAY,66852,415.627562
LANSHAW CL,CL,1086,243.4628951
ROXHAM CL,CL,1087,300.1369418
WEMBLEY PL,PL,1088,334.2574256
RALEIGH CRT,CRT,1093,162.9000943
STONE MOUNT DR,DR,8801,2798.515693
BRECKEN RIDGE LANE,LANE,15625,232.4789937
ALTAVISTA LANE,LANE,16394,111.9089437
FERGUSON LANE,LANE,311,87.45077329
BROOK ST,ST,136,1268.746308
LAKECREST DR,DR,7967,3791.834057
ELMWOOD CRT,CRT,7500,268.1845115
ASHLEY DR,DR,6980,519.106605
KING ST,ST,454,390.7660576
FERN LANE,LANE,313,226.0382041
GLADSTONE ST,ST,348,805.123371
NORTHWOOD TERR,TERR,599,504.3833878
STEEVES CRT,CRT,8790,242.8737543
MULBERRY CRT,CRT,8261,202.3768993
RAYMOND DR,DR,8510,1162.644841
CHISHOLM AVENUE EXT,EXT,66696,163.5425643
NORTH ST RAMP,RAMP,99999,67.10867047
DEMONE ST,ST,16578,212.6833712
CENTRE GATE,GATE,16755,94.43855639
MIDSHIPS CRT,CRT,16742,169.9812683
COCKBURN CRT,CRT,7303,231.8581959
ASPEN CRT,CRT,6986,264.8457933
COCKBURN DR,DR,7304,327.2328623
BANBURY CL,CL,907,191.9662906
BAMBRICK RD,RD,17003,1428.079575
CORNWALL ST,ST,7337,255.675626
EQUESTRIAN LANE,LANE,66854,1345.00844
MYRAS RD,RD,10704,485.2962356
ELIZABETH DOANE DR,DR,66858,893.4365312
COVESEDGE CRT,CRT,66855,199.4578481
BRISTOLTON AVE,AVE,66856,459.1932265
BROOKLINE DR,DR,66851,804.4134059
SHIRLEY ELLIOT CRT,CRT,66859,392.467105
HELEN CREIGHTON CRT,CRT,66857,273.3183751
MEMORIAL DR,DR,555,892.5511536
FRANCES CRT,CRT,334,61.45520588
HOOD ST,ST,409,261.7894452
IVYLEA CRES,CRES,424,376.8027517
EUNICE DR,DR,7514,264.584522
HEAD SHIP HARBOUR LOOP,LOOP,10388,1100.723854
BURGEE RUN,RUN,16722,214.2706098
MELISSA AVE,AVE,8197,187.3701052
MERKEL PL,PL,556,380.6918649
JOHN PARR DR,DR,1048,554.8665581
WASHMILL LAKE DR,DR,15265,3841.594547
GLENDALE DR,DR,7622,5326.690402
LEASIDE DR,DR,8011,354.8370754
REALTY AVE,AVE,8512,375.200311
RIDGE AVE,AVE,8531,490.1215425
GLORIA CRT,CRT,7630,157.2127494
GLORIA AVE,AVE,7629,730.067283
LANGEVIN DR,DR,7992,540.2898486
BRACKSTONE CRT,CRT,10168,767.6459815
LICHEN LANE,LANE,16781,116.0842295
THIRD AVE,AVE,8868,2366.310597
WHISTLERS COVE RD,RD,5563,1205.106886
EAST DOVER RD,RD,10286,3166.189181
LEARYS COVE RD,RD,8009,1194.734285
HIGHWAY 101 EB EXIT 1H HIGHWAY 102 NB RAMP,RAMP,15194,578.1375921
SHERBROOKE DR,DR,755,601.0881575
LAILIA LANE,LANE,16545,324.3621426
HIGHWAY 111,,15088,28093.42982
FLEMING DR,DR,320,558.2339466
CHESWICK LANE,LANE,16891,301.6664798
MACKINTOSH ST,ST,511,377.5201865
RIVER WALK,WALK,15300,488.9571035
KNOB HILL CRES,CRES,461,234.8051419
LAKESHORE PARK TERR,TERR,15599,740.8604797
BOSCOBEL RD,RD,916,413.8724519
YOUNG BACK LANE,LANE,15308,192.8255004
ROCKWOOD AVE,AVE,707,880.275265
BASINVIEW DR,DR,60,799.8919194
RAMP MAC-L RAMP,RAMP,955,356.310819
LIVINGSTONE BACK LANE,LANE,15311,194.9433055
ORIOLE LANE,LANE,16258,278.1480266
NORTH ST,ST,6486,506.6710023
CAVENDISH RD,RD,158,429.0225824
TYNES CRT,CRT,5506,83.70383672
WOODHILL ST,ST,5603,104.3379128
HOLLETT LANE,LANE,15059,188.7809926
MIDDLE POINT RD,RD,10667,273.8014822
HECTOR GATE,GATE,16498,1761.582182
SHUBIE DR,DR,16470,839.0931101
MCCLURE CL,CL,16518,728.0524897
LOGIEALMOND CL,CL,16507,352.6474628
FERINDONALD CL,CL,16557,354.4793923
MONTAGUE RD,RD,8238,3426.865276
FLORENCE PLACE CRT,CRT,7561,432.1970529
TILLOCK CRT,CRT,8882,214.8995536
PRINCE ST,ST,8488,1611.09193
SYCAMORE CRT,CRT,8831,220.6781079
ROBERT MURPHY DR,DR,699,358.2711464
MASSACHUSETTS AVE,AVE,1092,2969.835687
CIRCLE DR,DR,179,771.4750819
LANGBRAE DR,DR,1015,1361.305322
STAIRS PL,PL,775,390.688087
CARRIAGEWAY CRES,CRES,152,407.899849
RIDGEVIEW DR,DR,8533,768.5172572
YEADON DR,DR,5615,250.5022045
BERTS DR,DR,82,156.5841428
BIRCH ST,ST,86,515.271006
BORDEN ST,ST,113,194.3547021
GENERAL AVE,AVE,137,281.2363728
ADELAIDE AVE,AVE,7,1665.649569
ALEX ST,ST,17,1037.858951
ASHDALE AVE,AVE,46,401.454892
CHATER ST,ST,10203,558.8843442
RAYS TRAILER COURT RD,RD,10815,142.7022335
SANDPIPER DR,DR,15290,403.9895794
KIEL CRT,CRT,15291,169.9262461
TRIDENT LANE,LANE,16572,163.8362541
EAGLE CRES,CRES,279,106.9062244
DIPPER CRES,CRES,255,290.0080934
DOVE ST,ST,261,108.6078394
KINGFISHER CRES,CRES,455,386.8543714
FOULIS ROW,ROW,16520,278.4655208
CROMARTY DR,DR,16546,953.7760731
WILLIAM PARSONS LANE,LANE,15261,330.7938351
LUCASVILLE RD,RD,10610,4547.893406
ISABEL LANE,LANE,66860,98.06502545
SNUG HARBOUR LANE,LANE,8741,877.8975873
MOSER ISLAND RD,RD,8252,1507.177238
STONE CREST CRT,CRT,15635,302.9957125
BAIRD STONE LANE,LANE,15655,152.0869385
SUNCREST LANE,LANE,15668,147.7511081
LAURA LEE LANE,LANE,10591,679.2447352
RAVINE PARK CRES,CRES,1074,484.0971063
WILFRED JACKSON WAY,WAY,16387,357.3538537
HIGHWAY 7, ,10494,6706.962106
KNIGHTSRIDGE DR,DR,987,918.0547412
DOWNS AVE,AVE,264,842.1785127
SCHULTZ ST,ST,8639,243.9799591
ASPEN CRES,CRES,6985,1447.446544
BALSAM CIR,CIR,7021,1027.962285
WENDOVER CL,CL,989,143.9636899
AMBERWOOD CRT,CRT,1004,235.8699389
DAKIN DR,DR,236,1052.745539
OAKDALE DR,DR,8328,278.7735719
BEAVER BANK RD,RD,7064,20913.11218
VIVIAN LANE,LANE,5525,257.8334338
MAPLE GROVE AVE,AVE,8133,299.4993288
BRIARWOOD CRT,CRT,7159,240.3901958
MAIN RD,RD,10624,1733.175659
MURRAY RD,RD,8269,2121.775859
FOUR MILE LANE,LANE,16818,159.5030491
FALCON PL,PL,971,357.1426566
DUSTAN ST,ST,6199,586.9213582
SECOND ST,ST,8666,384.3144129
MAYHILL CRT,CRT,8168,207.5037845
ARROWHEAD DR,DR,16882,640.4444393
TILLOCK DR,DR,8883,444.5969328
IDLEWOOD CRT,CRT,16883,281.2559137
TATNELL CRT,CRT,16913,246.8479316
MARIGOLD DR,DR,66808,749.1423628
LUMSDEN CRES,CRES,8083,827.6143831
CHELSEA LANE,LANE,170,138.1794609
HANOVER CRT,CRT,373,201.4989555
SHERADON PL,PL,626,113.3234732
URSULA CRT,CRT,832,64.83162276
HAZEL DR,DR,7725,147.6002308
CANDYTUFT CL,CL,16893,245.6207814
HIGHWAY 102 SB EXIT 2A OFF RAMP,RAMP,1128,602.0418088
BRIDGEVIEW DR,DR,128,833.0563521
GRANBY CRT,CRT,1057,150.4650995
OSBORNE ST,ST,618,1651.529411
KETCHVIEW LANE,LANE,66832,231.2188475
CLAYTON PARK DR,DR,183,1296.64823
DOROTHEA DR,DR,6189,2581.380112
MILSOM ST,ST,565,1387.012004
PALMER HILL RD,RD,622,219.9705014
NORMANS LANE,LANE,8306,259.2855533
LONGSTAFF CRT,CRT,8061,171.4139147
OLD MILLER RD,RD,8363,888.225927
OSBORNE DR,DR,8385,596.1801614
OTAGO DR,DR,8389,269.6141383
MAPLE DR,DR,8128,161.7169892
SHOREVIEW DR,DR,8707,242.8879376
PETER CRT,CRT,8438,296.6043781
WHITE GLOVE TERR,TERR,1065,604.2574091
JENKING BLVD,BLVD,8145,676.5885548
PROSPECT RD,RD,10452,6439.197449
SAGEWOOD LANE,LANE,16677,163.7558094
LACEWOOD DR,DR,462,8548.675233
QUEEN ST,ST,6548,765.7853155
PUDDLE RD,RD,15073,580.3786031
MEADOW GREEN WALK,WALK,933,131.0187523
DANVILLE DR,DR,238,93.84701538
WINSLOE DR,DR,5597,274.5946609
WHIMSICAL LAKE CRES,CRES,839,394.9692114
SUSSEX ST,ST,797,947.2388384
RAMP MAC-K RAMP,RAMP,954,845.0990771
ALBION RD,RD,14,805.1944435
FIRST ST,ST,7547,432.069303
LESTER LANE,LANE,4364,227.6518375
DARJEELING DR,DR,66814,449.1970089
DEERFOOT RG,RG,66693,2944.958902
DRIFTSCAPE LANE,LANE,16596,443.0194251
SUSAN DR,DR,8829,1367.411777
THEAKSTON AVE,AVE,807,603.4266093
QUINN CRT,CRT,5146,293.0501748
HOLLY DR,DR,406,258.5785381
ALTON DR,DR,21,428.5021039
PARAGON WAY,WAY,66828,161.6191691
WAVERLEY RD,RD,8478,10909.64425
PARKLAND DR,DR,1082,4585.701615
HIGHWAY 111 EB EXIT 1 OFF RAMP,RAMP,15121,411.7389499
SELFRIDGE WAY,WAY,16406,326.8197125
OLIE ST,ST,614,357.4969779
ROCKHEAD CRT,CRT,15573,173.6556986
SKYLARK ST,ST,762,372.209294
FLORENCE ST,ST,7559,448.4095647
LLOYD FOX AVE,AVE,490,135.1240613
MACDOUGALL ST,ST,510,236.8047462
MCALPINE AVE,AVE,540,330.181462
MICMAC CRT,CRT,560,73.898466
ROSLYN RD,RD,718,652.7391915
ST ANDREWS AVE,AVE,728,457.9253495
LUCASVILLE RD,RD,10611,1599.349574
HUGHES DR,DR,7805,382.1935698
IMLAH DR,DR,7812,191.0930609
WINDFIELD CRES,CRES,5589,444.3585739
JUBILEE LANE,LANE,7879,592.638709
BONAVENTURE ST,ST,15047,1222.454202
HARVARD DR,DR,7715,967.3653408
HILLSIDE LANE,LANE,7778,173.4541267
LABRADOR AVE,AVE,15048,448.8983444
BLUENOSE CRT,CRT,7121,281.6006577
SEABREEZE DR,DR,8652,238.6251127
CLEARY DR,DR,10214,288.7528733
SAMUEL TERR,TERR,95,199.9603438
MONSTER LANE,LANE,4362,243.1373928
SYLVAN AVE,AVE,8833,435.1010442
STARBOARD DR,DR,15583,3000.542812
RAVENSCRAIG DR,DR,16523,771.9904634
LITCHFIELD CRES,CRES,935,840.9468273
CHITTICK CRST,CRST,10205,440.7174436
COMMANDERS LANE,LANE,16738,482.187003
LAKEVIEW AVE,AVE,7982,5221.155838
PRINCE ALBERT RD,RD,6543,3509.901616
MELODY DR,DR,548,802.6903614
SIDNEY CRES,CRES,8713,373.2707894
LAWLOR CRES,CRES,8002,1249.15031
MEMORIAL LANE,LANE,8201,158.0609835
KILGAR RD,RD,7923,337.8366911
NORAH LANE,LANE,8300,285.5961889
MILLERS RD,RD,8219,200.9330216
CLOVERDALE RD,RD,188,278.4832452
HARBOUR DR,DR,6299,292.618098
HARVEY ST,ST,6303,168.9192336
COLEMAN CRT,CRT,194,79.12867988
GLENDALE RD,RD,350,270.715415
WINDWOOD DR,DR,5595,716.2612299
ARMCREST DR,DR,6966,830.5849819
WINBURN CRT,CRT,5588,224.7029046
ADMIRALS WAY,WAY,16739,765.2388587
BUFFERS LANE,LANE,16754,183.0364928
ALM-D RAMP,RAMP,963,128.1354385
ALM-A RAMP,RAMP,960,279.4834213
PRINCES WALK,WALK,661,286.2317013
ARMSTRONG CRT,CRT,1066,312.0010824
LILY POND WAY,WAY,1025,106.900267
TALEEN DR,DR,8838,492.9296355
RANKIN DR,DR,8507,1642.990373
NIGHTINGALE DR,DR,588,1207.513563
MEADOWLARK CRES,CRES,547,604.1397859
CHAMPLAIN AVE,AVE,7248,394.1970815
COMMODORE AVE,AVE,7318,404.9857047
SKREIA RD,RD,15057,186.1061227
LUCKY LANE,LANE,66817,208.3338109
RAINFORTH AVE,AVE,676,184.9758938
DICKSON AVE,AVE,253,233.6793374
DON MESSER CRT,CRT,305,90.22152644
SILVERWOOD TERR,TERR,643,170.0728157
BIRCH COVE LANE,LANE,16576,361.4533475
CHELMSFORD PL,PL,1142,251.401377
EASTCOAST CRT,CRT,16704,89.36111766
SUNNYVALE CRT,CRT,8816,400.9972617
MAPLE ST,ST,519,125.9315519
KINGFISHER WAY,WAY,4405,601.2642056
BELVEDERE DR,DR,7083,363.8834616
BEAUMONT DR,DR,7059,665.0475526
CHERYLANN DR,DR,7267,995.0576407
ESDAILE AVE,AVE,6224,527.2898007
STONEYBROOK CRT,CRT,787,555.0200057
SHAMROCK DR,DR,973,247.5991845
SHASTA LANE,LANE,978,81.16376171
VERONICA DR,DR,979,146.5247718
KEYSTONE CRT,CRT,1023,166.3190686
SMART ST,ST,914,74.02578423
FISKE ST,ST,16587,124.070339
COLES RD,RD,7311,556.6646664
SOARING WAY,WAY,66809,712.0551071
CAITLAND CRT,CRT,15779,195.7976441
ROXBURY CRES,CRES,15617,409.7110304
SECOND AVE,AVE,8662,200.0341839
BRAEMONT CRT,CRT,7141,128.0453247
BAKER DR,DR,7014,590.8581358
STEFANIE LANE,LANE,16468,127.7063728
BIRCHWOOD LANE,LANE,10142,431.6499922
OCEANVIEW DR,DR,609,728.1211175
ELGIN ST,ST,289,601.2559403
BENVIEW DR,DR,6053,305.2366611
HIGHWAY 102,,83,27801.66162
GRISTMILL CRT,CRT,16584,356.6045962
SARAH INGRAHAM DR,DR,8626,2275.361928
IDLEWYLDE RD,RD,417,377.216814
FINCH LANE,LANE,16890,235.8220479
BAKERS DR,DR,54,177.6220012
DEVON CRES,CRES,250,376.1166047
CONNROSE AVE,AVE,208,145.4694206
UNDER REVIEW  310 UN,UN,99999,103.7582809
HENNESSEY PL,PL,391,384.7955398
FOREST HILLS PKY,PKY,7566,3390.507093
BRACKLEY PL,PL,1052,301.4549675
WARWICK LANE,LANE,1055,418.3905548
STOCKLEIGH PL,PL,1064,389.9713775
BROOM RD,RD,7177,1404.782687
BIRCH HILL CRT,CRT,15555,1114.681389
MERKEL ST,ST,557,546.4529267
PRESCOTT DR,DR,10802,361.3346012
RILEY RD,RD,10822,1305.803789
SYCAMORE LANE,LANE,8832,684.8439568
ROSEMARY DR,DR,15629,3890.795287
TAMARACK CIR,CIR,8842,661.408608
CHAIN LAKE DR,DR,1008,10663.10372
KEDDY RD,RD,443,94.38401959
COWIE HILL RD,RD,219,2447.529361
CUTTER DR,DR,15689,977.558855
CLOVIS AVE,AVE,189,537.654791
UNDER REVIEW  623 UN,UN,99909,546.5228211
MITCHELL RD,RD,8211,662.6314371
BUSTIN AVE,AVE,7188,620.2040429
CRESTVIEW DR,DR,229,436.8819927
AFRICVILLE RD,RD,10863,2887.004983
DUCK POND DR,DR,7443,169.3356437
BARRINGTON ST,ST,59,8233.890229
SENTRY CRT,CRT,15820,267.9651851
WALSH CRT,CRT,1070,222.6343637
WHITE DOVE CRT,CRT,1072,223.4269087
LANARK ST,ST,466,100.5122711
GEMSTONE CRT,CRT,16817,237.5883492
LYONS AVE,AVE,506,353.2337246
LIVINGSTONE PL,PL,488,388.398682
INSPECTOR CRT,CRT,1073,391.4292618
RIDGE VALLEY RD,RD,694,1025.380106
DUNBAR LANE,LANE,16529,40.3860462
SHADY LANE,LANE,753,99.26498212
NEEDHAM ST,ST,582,209.4888061
BAYNE ST,ST,64,1203.851012
SHARLEEN CRT,CRT,15255,107.7296411
RIDGEPARK LANE,LANE,15553,469.5480626
COLINDALE ST,ST,195,976.6272144
KENNY ST,ST,16573,917.5439467
MARBLE CRT,CRT,66724,129.2277884
DARTMOUTH RD,RD,5054,2338.43537
NORTHCLIFFE DR,DR,8310,2634.066233
KEEFE DR,DR,444,399.1549324
ORANGE WALK,WALK,972,232.7715428
HURON ST,ST,415,199.9458971
JACK FERGUSSON AVE,AVE,425,105.8324152
RALPH DEVLIN DR,DR,678,444.7941504
REGENT RD,RD,686,340.154301
FENWICK ST,ST,309,461.4192162
FOUNDRY LANE,LANE,331,63.93541768
SHORE RD,RD,8704,6265.49442
EMSCOTE DR,DR,295,434.8536666
LARCH ST,ST,467,537.6385409
LUCKNOW ST,ST,499,442.5104668
MACLEOD DR,DR,512,160.9852802
MCLEAN ST,ST,544,728.9014868
MITCHELL ST,ST,568,162.3295535
ROWE AVE,AVE,720,441.4771366
SCOT ST,ST,743,237.6091966
BISSETT RD,RD,7110,4617.629646
BISSETT LAKE RD,RD,7111,666.5408094
PATRICK LANE,LANE,15259,311.6525767
MORRIS ST,ST,576,1243.1921
PAYZANT AVE,AVE,633,262.0454516
PINE HILL CRES,CRES,646,111.7290425
BRAEMOUNT DR,DR,827,273.4043578
CLAUDIA CRES,CRES,16836,695.8942708
DUDLEY ST,ST,270,257.5018675
EDGEWOOD AVE,AVE,282,735.7088446
BOUNDARY ST,ST,6073,283.2423603
CHESTER AVE,AVE,173,313.8804558
CHISHOLM AVE,AVE,175,507.5970475
MARINE PARADE DR,DR,16772,1407.583156
WOODSMERE CL,CL,15334,313.7298278
EDWARD ARAB AVE,AVE,285,709.8592257
FEDERAL AVE,AVE,307,852.2060887
WOODBURY DR,DR,887,753.198161
WOLFE CRES,CRES,884,283.3259253
WARREN ST,ST,848,167.8162157
WINSTON PL,PL,880,46.41365616
BERESFORD RD,RD,79,260.2795871
BERLIN ST,ST,80,895.7435161
BELVEDERE AVE,AVE,7082,328.7889722
BRAESIDE AVE,AVE,7142,299.3736877
HARMES DR,DR,7707,212.9095952
DOGWOOD DR,DR,7423,185.324397
PHOENIX CRES,CRES,8447,880.5610204
HOMEWARD AVE,AVE,930,277.9970078
RIVERSIDE DR,DR,8549,2998.972871
KIPLING DR,DR,7939,449.7389702
LENNOX DR,DR,8016,348.6866043
ELCONA AVE,AVE,7483,450.6057287
KINGSLEY CL,CL,1145,170.9381376
TRAILWOOD PL,PL,1007,304.0379859
CHESSVALE CL,CL,1009,332.8712449
SPRINGFIELD AVE,AVE,8760,827.2098554
SWAN CRES,CRES,800,467.5180337
BERKSHIRE CL,CL,1143,216.6136167
BETHANY WAY,WAY,1144,295.9432689
UNDER REVIEW  262 UN,UN,99999,1126.692399
GEORGE DAUPHINEE AVE,AVE,344,1041.96582
MICMAC ST,ST,561,1043.325532
CONNAUGHT BAYERS RAMP,RAMP,15248,108.7829282
HILLSIDE AVE,AVE,7772,1450.996927
SKEENA ST,ST,761,191.605162
RANDALL AVE,AVE,680,345.586101
PLYMOUTH ST,ST,652,113.2089364
LAKEHEAD CRT,CRT,7970,221.6694456
MACARA ST,ST,508,600.8359924
MAY ST,ST,535,191.9196376
ST ALBANS ST,ST,727,215.376673
PACIFIC ST,ST,620,196.6053512
SEAFORTH ST,ST,744,962.8430566
SUMMIT ST,ST,794,1326.420609
RAMP COGS-1 RAMP,RAMP,1099,546.1877412
ALM-# RAMP,RAMP,99999,632.424565
STRATFORD WAY,WAY,1084,645.8288165
COXSWAINS LANE,LANE,16752,130.7195291
LORNE TERR,TERR,498,108.5502153
CPO1 CARROLL RD,RD,16750,677.5376947
MCDOUGALL AVE,AVE,10650,396.6113893
KAYE ST,ST,7900,1940.097406
CANDLEWOOD CRT,CRT,7204,313.9317079
NICTAUX DR,DR,8297,1064.139021
HADLEY CRES,CRES,17090,472.7156219
MERSON AVE,AVE,559,170.371114
COLUMBUS BACK LANE,LANE,15314,192.3651776
RAMP MAC-M RAMP,RAMP,956,691.0678519
LAURIE DR,DR,471,193.8109093
COMMISSION ST,ST,202,619.0919871
MONT ST,ST,571,217.8110281
WILLIAMS LAKE RD,RD,869,2105.905953
CHARLTON AVE,AVE,166,161.5800443
FIELDSTONE ST,ST,15831,422.4833854
WALTER PETERS DR,DR,66836,278.3115686
ROMANS AVE,AVE,711,1270.016616
SPARES CRT,CRT,7985,285.0808551
MCINTOSH ST,ST,543,576.3284632
KIRKCALDY LANE,LANE,16524,63.53339408
BOULDERWOOD RD,RD,970,344.0745577
DEEPRUN DR,DR,16216,229.7700906
ALBERT ST,ST,13,1114.291
BRIGLEYS RD,RD,7164,1045.829626
MOOSELAND RD,RD,4309,1703.502064
PUNCH BOWL DR,DR,669,649.2298082
SAILVIEW LANE,LANE,66825,309.3850591
GOLDTHREAD LANE,LANE,66785,384.5248557
MERCHANT CRT,CRT,16071,240.6243101
WESTGATE DR,DR,860,527.4839064
LAKESHORE DR,DR,7978,311.0239967
MOOSELAND RD,RD,16683,6687.538684
WINCHESTER AVE,AVE,874,675.5557486
WALL ST,ST,66812,112.0704142
BRIGADIER CRT,CRT,15705,244.7450244
BREAKHARD LANE,LANE,66831,830.349943
